Age,DailyRate,DistanceFromHome,EmployeeCount,HourlyRate,JobInvolvement,JobLevel,MonthlyIncome,MonthlyRate,NumCompaniesWorked,PercentSalaryHike,StandardHours,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Education_2,Education_3,Education_4,Education_5,EnvironmentSatisfaction_2,EnvironmentSatisfaction_3,EnvironmentSatisfaction_4,JobSatisfaction_2,JobSatisfaction_3,JobSatisfaction_4,StockOptionLevel_1,StockOptionLevel_2,StockOptionLevel_3,WorkLifeBalance_2,WorkLifeBalance_3,WorkLifeBalance_4,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Research & Development,Department_Sales,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Married,MaritalStatus_Single,OverTime_Yes,Attrition
45.0,538,1,1,66,3,3,7441.0,20933.0,1,12,80,10,4,10,8,7,7,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
35.0,1402,28,1,98,2,1,2430.0,26204.0,0,23,80,6,5,5,3,4,2,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
32.0,824,5,1,67,2,2,5878.0,15624.0,3,12,80,12,2,7,1,2,5,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
36.0,1157,2,1,70,3,1,2644.0,17001.0,3,21,80,7,3,3,2,1,2,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
48.0,492,16,1,96,3,2,6439.0,13693.0,8,14,80,18,2,8,7,7,7,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
29.0,598,9,1,91,4,1,2451.0,22376.0,6,18,80,5,2,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
33.0,1242,8,1,46,3,2,6392.0,10589.0,2,13,80,8,6,2,2,2,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
30.0,740,1,1,64,2,2,9714.0,5323.0,1,11,80,10,4,10,8,6,7,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
38.0,888,10,1,71,3,2,6077.0,14814.0,3,11,80,10,2,6,3,1,2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
35.0,992,1,1,68,2,1,2450.0,21731.0,1,19,80,3,3,3,0,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
30.0,1288,29,1,33,3,3,9250.0,17799.0,3,12,80,9,3,4,2,1,3,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
35.0,117,2,1,69,3,1,2074.0,26619.0,1,12,80,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
53.0,607,2,1,78,2,3,10169.0,14618.0,0,16,80,34,4,31,7,1,9,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1
38.0,903,2,1,81,3,2,4855.0,7653.0,4,11,80,7,2,5,2,1,4,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1
32.0,1200,1,1,62,3,2,4087.0,25174.0,4,14,80,9,3,6,5,1,2,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
48.0,1108,15,1,65,3,1,2367.0,16530.0,8,12,80,10,3,8,2,7,6,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
34.0,479,7,1,35,3,1,2972.0,22061.0,1,13,80,1,4,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
55.0,685,26,1,60,2,5,19586.0,23037.0,1,21,80,35,3,31,6,2,13,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
34.0,1351,1,1,45,3,2,5484.0,13008.0,9,17,80,9,3,2,2,2,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
26.0,474,3,1,89,3,1,2061.0,11133.0,1,21,80,1,5,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
38.0,1245,14,1,80,3,2,9924.0,12355.0,0,11,80,10,3,9,8,7,7,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
38.0,437,16,1,90,3,2,4198.0,16379.0,2,12,80,8,5,3,2,1,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
36.0,884,1,1,73,3,2,6815.0,21447.0,6,13,80,15,5,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
29.0,1370,3,1,87,3,1,4723.0,16213.0,1,18,80,10,3,10,9,1,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0
35.0,670,10,1,51,3,2,6142.0,4223.0,3,16,80,10,4,5,2,0,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
39.0,1462,6,1,38,4,3,8237.0,4658.0,2,11,80,11,3,7,6,7,6,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
29.0,995,2,1,87,3,2,8853.0,24483.0,1,19,80,6,0,6,4,1,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50.0,264,9,1,59,3,5,19331.0,19519.0,4,16,80,27,2,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
23.0,977,10,1,45,4,1,2073.0,12826.0,2,16,80,4,2,2,2,2,2,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
36.0,1302,6,1,80,4,2,5562.0,19711.0,3,13,80,9,3,3,2,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
42.0,1059,9,1,93,2,5,19613.0,26362.0,8,22,80,24,2,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
35.0,750,28,1,46,4,2,3407.0,25348.0,1,17,80,10,3,10,9,6,8,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
34.0,653,10,1,92,2,2,5063.0,15332.0,1,14,80,8,3,8,2,7,7,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
40.0,118,14,1,84,3,2,4639.0,11262.0,1,15,80,5,2,5,4,1,2,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
43.0,990,27,1,87,4,1,4876.0,5855.0,5,12,80,8,0,6,4,0,2,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
35.0,1349,7,1,63,2,1,2690.0,7713.0,1,18,80,1,5,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
46.0,563,1,1,56,4,4,17567.0,3156.0,1,15,80,27,5,26,0,0,12,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
28.0,329,24,1,51,3,1,2408.0,7324.0,1,17,80,1,3,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1
22.0,457,26,1,85,2,1,2814.0,10293.0,1,14,80,4,2,4,2,1,3,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0
50.0,1234,20,1,41,3,4,11245.0,20689.0,2,15,80,32,3,30,8,12,13,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
32.0,634,5,1,35,4,1,3312.0,18783.0,3,17,80,6,3,3,2,0,2,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
44.0,1313,7,1,31,3,5,19049.0,3549.0,0,14,80,23,4,22,7,1,10,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
30.0,241,7,1,48,2,1,2141.0,5348.0,1,12,80,6,3,6,4,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
45.0,1015,5,1,50,1,2,5769.0,23447.0,1,14,80,10,3,10,7,1,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0
45.0,336,26,1,52,2,2,4385.0,24162.0,1,15,80,10,2,10,7,4,5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
31.0,715,2,1,54,3,2,5332.0,21602.0,7,13,80,10,3,5,2,0,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
36.0,559,12,1,76,3,2,4663.0,12421.0,9,12,80,7,2,3,2,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
34.0,426,10,1,42,4,2,4724.0,17000.0,1,13,80,9,3,9,7,7,2,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
49.0,722,25,1,84,3,1,3211.0,22102.0,1,14,80,10,3,9,6,1,4,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
39.0,1387,10,1,76,3,2,5377.0,3835.0,2,13,80,10,3,7,7,7,7,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
27.0,1302,19,1,67,2,1,4066.0,16290.0,1,11,80,7,3,7,7,0,7,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
35.0,819,18,1,48,4,2,5208.0,26312.0,1,11,80,16,2,16,15,1,10,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
28.0,580,27,1,39,1,2,4877.0,20460.0,0,21,80,6,5,5,3,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
21.0,546,5,1,97,3,1,3117.0,26009.0,1,18,80,3,2,2,2,2,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
19.0,544,3,1,70,3,1,1569.0,18420.0,1,12,80,1,2,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1
47.0,1176,26,1,98,3,5,19626.31,5220.0,3,11,80,27,2,5,2,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
39.0,170,3,1,76,2,2,3069.0,10302.0,0,15,80,11,3,10,8,0,7,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
40.0,884,15,1,80,2,3,10435.0,25800.0,1,13,80,18,2,18,15,14,12,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
35.0,208,8,1,52,3,2,4148.0,12250.0,1,12,80,15,5,14,11,2,9,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
37.0,671,19,1,85,3,2,5768.0,26493.0,3,17,80,9,2,4,3,0,2,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
39.0,711,4,1,81,3,2,5042.0,3140.0,0,13,80,10,2,9,2,3,8,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
45.0,1329,2,1,59,2,2,5770.0,5388.0,1,19,80,10,3,10,7,3,9,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
38.0,397,2,1,54,2,3,7756.0,14199.0,3,19,80,10,6,5,4,0,2,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
35.0,737,10,1,55,2,3,10306.0,21530.0,9,17,80,15,3,13,12,6,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
37.0,1470,10,1,71,3,1,3936.0,9953.0,1,11,80,8,2,8,4,7,7,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
40.0,448,16,1,84,3,3,7945.0,19948.0,6,15,80,18,2,4,2,3,3,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
44.0,602,1,1,37,3,2,5743.0,10503.0,4,11,80,14,3,10,7,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
48.0,365,4,1,89,2,4,15202.0,5602.0,2,25,80,23,3,2,2,2,2,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
35.0,763,15,1,59,1,2,5440.0,22098.0,6,14,80,7,2,2,2,2,2,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1
24.0,567,2,1,32,3,1,3760.0,17218.0,1,13,80,6,2,6,3,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
27.0,486,8,1,86,4,1,3517.0,22490.0,7,17,80,5,0,3,2,0,2,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
27.0,591,2,1,87,3,1,2580.0,6297.0,2,13,80,6,0,4,2,1,2,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
40.0,1329,7,1,73,3,1,2166.0,3339.0,3,14,80,10,3,4,2,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1
29.0,469,10,1,42,2,2,5869.0,23413.0,9,11,80,8,2,5,2,1,4,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
36.0,711,5,1,42,3,3,8008.0,22792.0,4,12,80,9,6,3,2,0,2,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
25.0,772,2,1,77,4,2,5206.0,4973.0,1,17,80,7,6,7,7,0,7,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
39.0,492,12,1,66,3,2,5295.0,7693.0,4,21,80,7,3,5,4,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
49.0,301,22,1,72,3,4,16413.0,3498.0,3,16,80,27,2,4,2,1,2,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
50.0,813,17,1,50,2,3,13269.0,21981.0,5,15,80,19,3,14,11,1,11,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20.0,1141,2,1,31,3,1,2783.0,13251.0,1,19,80,2,3,2,2,2,2,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
34.0,1130,3,1,66,3,2,5433.0,19332.0,1,12,80,11,2,11,8,7,9,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
36.0,311,7,1,77,3,1,2013.0,10950.0,2,11,80,15,4,4,3,1,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
49.0,465,6,1,41,2,4,13966.0,11652.0,2,19,80,30,3,15,11,2,12,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
36.0,894,1,1,33,2,2,4374.0,15411.0,0,15,80,4,6,3,2,1,2,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
36.0,1040,3,1,79,4,2,6842.0,26308.0,6,20,80,13,3,5,4,0,4,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54.0,584,22,1,91,3,4,17426.0,18685.0,3,25,80,35,6,10,8,4,7,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
43.0,1291,15,1,65,2,4,17603.0,3525.0,1,24,80,14,3,14,10,6,11,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
35.0,880,12,1,36,3,2,4581.0,10414.0,3,24,80,13,2,11,9,6,7,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1
38.0,1189,1,1,90,3,2,4735.0,9867.0,7,15,80,19,4,13,11,2,9,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
29.0,991,5,1,43,2,2,4187.0,3356.0,1,13,80,10,3,10,0,0,9,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
33.0,392,2,1,93,3,2,5505.0,3921.0,1,14,80,6,5,6,2,0,4,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
32.0,977,2,1,45,3,2,5470.0,25518.0,0,13,80,10,4,9,5,1,6,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
31.0,1112,5,1,67,3,2,5476.0,22589.0,1,11,80,10,2,10,0,0,2,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
49.0,464,16,1,74,3,1,2587.0,24941.0,4,16,80,17,2,2,2,2,2,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
38.0,148,2,1,42,2,1,2440.0,23826.0,1,22,80,4,3,4,3,3,3,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
47.0,1225,2,1,47,4,4,15972.0,21086.0,6,14,80,29,2,3,2,1,2,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
49.0,809,1,1,36,3,4,15379.0,22384.0,4,14,80,23,2,8,7,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
41.0,1206,23,1,80,3,3,7082.0,11591.0,3,16,80,21,2,2,0,0,2,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
20.0,727,9,1,54,3,1,2728.0,21082.0,1,11,80,2,3,2,2,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
33.0,530,16,1,36,3,2,5368.0,16130.0,1,25,80,7,2,6,5,1,2,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
36.0,1351,26,1,80,3,2,5347.0,7419.0,6,14,80,10,2,3,2,0,2,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
44.0,528,1,1,44,3,1,3195.0,4167.0,4,18,80,8,2,2,2,2,2,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
23.0,1320,8,1,93,2,1,3989.0,20586.0,1,11,80,5,2,5,4,1,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1
38.0,1485,4,1,87,3,1,3306.0,26176.0,7,19,80,7,5,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
53.0,1395,24,1,48,4,3,7005.0,3458.0,3,15,80,11,2,4,3,1,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
48.0,708,7,1,95,3,1,2655.0,11740.0,2,11,80,19,3,9,7,7,7,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1
32.0,1259,2,1,95,3,1,1393.0,24852.0,1,12,80,1,2,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
26.0,786,7,1,76,3,1,2570.0,11925.0,1,20,80,7,5,7,7,5,7,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
55.0,1441,22,1,94,2,1,3537.0,23737.0,5,12,80,8,1,4,2,1,2,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
34.0,1157,5,1,57,2,2,3986.0,11912.0,1,14,80,15,3,15,10,4,13,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
58.309999999999945,370,1,1,92,1,3,10883.0,20467.0,3,20,80,19,2,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33.0,267,21,1,79,4,1,2028.0,13637.0,1,18,80,14,6,14,11,2,13,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
37.0,1278,1,1,31,1,2,9525.0,7677.0,1,14,80,6,2,6,3,1,3,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
